track,artist,uri,danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,duration_ms,chorus_hit,target
Ding Dong Punk Rock Song,Normahl,spotify:track:5FJMtlne5dn9IjMlbLioni,0.403,0.985,-2.482,,0.000325,0,0.218,0.498,137720,38.45929,0
Get with You (Remastered Version),The Damn Truth,spotify:track:5fK97hgEmqri6ZiIBGjECn,0.32,0.957,-2.909,0.0743,0.000176,0.00465,,0.463,185886,28.68193,0
The Other Side,Jason Derulo,spotify:track:5FljCWR0cys07PQ9277GTz,0.561,0.836,-3.939,0.1,0.0525,0,,0.517,226987,32.09238,1
MAMA,6ix9ine Featuring Nicki Minaj & Kanye West,spotify:track:5FlmoOiXokZHJvESrFbsyg,0.761,0.672,-5.887,0.212,0.0893,9.77E-06,0.14,0.437,192405,48.87351,1
Bucket Head,Wasted Youth,spotify:track:5fmUkZOITmptl4IpzgPTrx,0.256,0.825,-12.475,,4.04E-06,0.89,,0.631,241733,42.72354,0
Daughters,John Mayer,spotify:track:5FPnjikbwlDMULCCCa6ZCJ,0.674,0.413,-7.816,,0.837,1.91E-05,,0.503,237907,26.22828,1
(David Bowie I Love You) Since I Was Six,The Brian Jonestown Massacre,spotify:track:5FQ1ZPkIyYss4XhhDBvnC5,0.201,0.647,-6.842,,0.000926,7.90E-05,0.176,0.32,203933,47.42454,0
Show Stopper,Danity Kane,spotify:track:5FRIqUXfTazrtRmYEGO4G0,0.755,0.408,-10.33,,0.0133,0,0.33,0.465,229240,58.42185,1
Blues Don't Care,Buddy Guy,spotify:track:5fs3sNq3KK9jpbTNCf324m,0.371,0.941,-2.711,0.0779,0.0882,0.0373,,0.767,207000,21.49356,0
No Room For Squares - Remastered 2000 / Rudy Van Gelder Edition,Hank Mobley,spotify:track:5FsKNbwv7BlR7crawTE3IZ,0.561,0.748,-8.175,,0.598,0.00315,,0.777,417720,28.94837,0
Record Year,Eric Church,spotify:track:5fSPbm5lcwtqwXkeQQswW8,0.589,0.641,-8.12,,0.205,0,,0.57,179347,35.1358,1
She's Kinda Hot,5 Seconds Of Summer,spotify:track:5fsQSDifYpjfbCqvZKPVBj,0.664,0.908,-4.806,0.0317,0.00182,0,,0.889,216454,53.52739,1
Back When I Knew It All,Montgomery Gentry,spotify:track:5FswubJV9JkSOsumQsqAy0,0.616,0.817,-5.544,,0.00275,4.36E-05,,0.474,237480,45.29815,1
Flip Ya Lid,Nightmares On Wax,spotify:track:5ftamIDoDRpEvlZinDuNNW,0.873,0.465,-8.95,0.0618,0.245,0.307,0.134,0.729,324173,34.2092,0
Kelling,Valravn,spotify:track:5FU2ItcYLr3RFwEwBiZtLS,0.642,0.9,-6.911,,0.361,0.0045,,0.52,287973,30.01084,0
Wild Thing,Sky Saxon,spotify:track:5FUmesGAyQkY7HfVmAOall,0.557,0.692,-3.246,0.0318,0.0358,2.78E-05,0.095,0.443,184787,27.22899,0
Do I Wanna Know?,Arctic Monkeys,spotify:track:5FVd6KXrgO9B3JPmC8OPst,0.548,0.532,-7.596,,0.186,0.000263,0.217,0.405,272394,20.09745,1
Three Times Down,S.T.P.,spotify:track:5fVLVJQ6NyawU6IXGLC2BB,0.355,0.791,-8.11,0.0636,2.60E-05,0.0321,0.0523,0.209,231733,23.37407,0
"Suite for Two Sitars and Indain Folk Ensemble, Pt. 1",Alla Rakha,spotify:track:5fVQpUZDvT6EFDXl4HxNIo,0.42,0.325,-9.591,,0.923,0.0786,0.117,0.52,962707,18.19607,0
Mean To Me,Brett Eldredge,spotify:track:5FVuERsYqtKKAaWe62NBnv,0.647,0.586,-6.883,,0.115,1.69E-06,0.121,0.165,228907,35.52371,1
How To Save A Life,The Fray,spotify:track:5fVZC9GiM4e8vu99W0Xf6J,0.64,0.743,-4.08,0.0379,0.269,0,0.101,0.361,262533,25.05419,1
Fly,Nicki Minaj Featuring Rihanna,spotify:track:5Fx2DfzfEm5KruaIsOC6xD,0.664,0.848,-4.926,,0.0148,0.000118,0.1,0.196,212920,31.8624,1
As We Lay,Kelly Price,spotify:track:5FX8KqBY74jLl0BBTSNl2N,0.577,0.349,-7.77,,0.424,0,0.134,0.131,380333,27.60408,1
When You're Mad,Ne-Yo,spotify:track:5FXOEdfNW7nYQrBWtW49Cl,0.66,0.548,-7.127,0.215,0.364,0,,0.436,222000,23.03848,1
Move Ya Body,Nina Sky Featuring Jabba,spotify:track:5fXWcDrcJe85rolTOxDrC1,0.898,0.744,-5.062,0.12,0.152,0,,0.901,258733,83.80883,1
Are We Cuttin',Pastor Troy Featuring Ms. Jade,spotify:track:5fy0FmftBG7KZK7PxyE4kU,0.745,0.947,-5.113,,0.252,0.000238,,0.679,296640,46.23938,1
The Light,Common,spotify:track:5fybLNY2eBRnEGg8SUW6yk,0.938,0.646,-6.309,,0.0894,3.52E-06,0.0733,0.662,243587,24.55997,1
Feeling Myself,Nicki Minaj Featuring Beyonce,spotify:track:5fyIGoaaKelzdyW8ELhYJZ,0.564,0.703,-5.459,0.269,0.437,0.00927,,0.477,237840,20.96189,1
Malbec - Original Mix,Samples,spotify:track:5fYzDxffRooBxcfvwug1tX,0.635,0.619,-7.596,0.0376,0.0308,0.15,,0.429,230323,46.47483,0
Into the Night,Julee Cruise,spotify:track:5FzErIQq7teYvUhi1wQLii,0.497,0.0371,-26.201,,0.946,0.133,0.174,0.0386,284333,47.56883,0
Best Of You,Foo Fighters,spotify:track:5FZxsHWIvUsmSK1IAvm2pp,0.366,0.94,-5.119,0.0696,0.000769,9.42E-05,0.188,0.369,255627,48.8638,1
Down To The Honkytonk,Jake Owen,spotify:track:5g0XcG0apQTlO3X8r38vGf,0.634,0.808,-4.12,,0.19,0,0.0898,0.937,186867,36.07471,1
Kick The Dust Up,Luke Bryan,spotify:track:5g15o2Sm55Hn9ShK5yEXgp,0.597,0.86,-2.315,0.0461,0.196,0,0.087,0.818,190587,33.91183,1
Crimson,Craft,spotify:track:5g1RDD90rfinsgD9O7AGGn,0.0994,0.835,-6.396,0.0423,1.13E-05,0.772,0.0945,0.0953,288606,47.18329,0
Lonely Boy,The Black Keys,spotify:track:5G1sTBGbZT5o4PNRc75RKI,0.356,0.872,-7.837,,0.00417,0.00975,,0.607,193653,26.97833,1
Jesus Walks,Kanye West,spotify:track:5g1vtHqi9uV7xtYeCcFOBx,0.637,0.834,-4.686,,0.614,0,0.317,0.715,193733,28.99842,1
One Thing,One Direction,spotify:track:5G2c6FsfTzgYUzageCmfXY,0.713,0.718,-3.806,0.0278,0.00233,0,,0.656,197600,49.44186,1
Corporeal,Broadcast,spotify:track:5G2hkgy9evYecU5iEuNNzj,0.631,0.609,-9.803,0.0509,0.349,0.777,0.223,0.267,235013,36.27817,0
My Hitta,YG Featuring Jeezy & Rich Homie Quan,spotify:track:5G47DlluL671zo0k3OhoSm,0.764,0.504,-6.781,,0.135,0,0.143,0.678,236093,45.37428,1
Sail Away (DJ Storm & Euphony Remix),Bang!,spotify:track:5g5BnOwWVjJyT28BolPJNk,0.568,0.89,-7.037,0.0427,5.26E-05,0.745,0.329,0.326,325376,24.3043,0
Lovebug,Jonas Brothers,spotify:track:5G5BOAz7sMWNCOQnbv4ODc,0.577,0.495,-6.007,0.0593,0.158,0,,0.522,220693,38.46346,1
Big Blue Note,Toby Keith,spotify:track:5g6vcZhxbwouWEBA3c7AgC,0.739,0.709,-7.106,,0.426,5.85E-05,,0.758,177107,43.07494,1
Three Point Stance (feat. City Girls & Megan Thee Stallion),Juicy J,spotify:track:5g7pNBb6ySnFUJknKiCkEE,0.862,0.75,-5.03,,0.00116,0,0.437,0.626,202227,23.90592,0
Nakhodka,Khotin,spotify:track:5G8flpmNEjnvZ0wUz3xEOf,0.715,0.919,-4.439,0.0447,0.716,0.949,0.0849,0.4,278500,43.98409,0
"Vaadi Pulla Vaadi - From ""Meesaya Murukku""",Hiphop Tamizha,spotify:track:5gBa7yfdEUKrpJbhAygKRs,0.472,0.937,-5.464,0.0639,0.375,0.000101,0.325,0.324,246726,78.56159,0
No Boundaries,Adam Lambert,spotify:track:5gDe25hSVQ69TNmq0PQFag,0.516,0.863,-2.957,,0.014,0,0.0923,0.268,227800,31.32222,1
Red Rock,Edward Ka-Spel,spotify:track:5GDjGTiaen30yQyh1LWc9O,0.439,0.181,-22.908,0.0275,0.718,0.291,,0.0588,353653,65.0843,0
Grow - Kidnap Extended Dub,Kidnap,spotify:track:5GDSwvAWoVZoQxikMPtBDO,0.684,0.737,-8.551,0.0335,0.0198,0.695,,0.246,294558,28.51609,0
You're The Only One,Maria Mena,spotify:track:5GdUQQ8WYOSwpgMad7k7Gy,0.687,0.584,-6.493,,0.0231,0,,0.524,165000,23.08641,1
Gotta Man,Eve,spotify:track:5GDzpCJAhKjfzMEiXpYdhl,0.8,0.867,-4.001,,0.165,0.000352,0.114,0.926,264733,29.81267,1
Japanese Squeeze,Sashamon,spotify:track:5geAnlK4PDjZQydQwNPKEl,0.88,0.577,-7.015,,0.106,0.048,0.0691,0.786,244000,26.69924,0
Head Splitter,Getter,spotify:track:5GHb72Wb3FiB29SOD4ZfoO,0.739,0.876,-6.771,,0.00599,0.446,,0.479,214400,40.01257,0
Metal + Flesh,7 H. Target,spotify:track:5gihpOkse4hlfoROBYyiGx,0.265,0.959,-4.76,,1.20E-05,0.832,,0.124,196667,57.0707,0
This Is What It Feels Like,Armin van Buuren Featuring Trevor Guthrie,spotify:track:5GjnIpUlLGEIYk052ISOw9,0.552,0.831,-5.217,0.0298,0.0391,2.93E-06,,0.144,204360,39.03079,1
Cigarettes out the Window,TV Girl,spotify:track:5GKekzF1YcR2DQd9c3DI8y,0.626,0.659,-5.669,0.0337,,0,,0.594,198961,25.58011,0
Morphine Attack,Project Omeaga,spotify:track:5Gki0uPijFEyxZGYicxlt9,0.628,0.997,-3.984,,0.632,0.941,0.145,0.0546,341855,25.58075,0
Without You (To Solitude‚ä¶pt.2),Tears of Mankind,spotify:track:5Gn4LJ3xoQQ8DRKOjaj6Q7,0.343,0.623,-9.684,,0.801,0.0142,,0.0373,193800,143.17816,0
Leave You Alone,Young Jeezy Featuring Ne-Yo,spotify:track:5GOqOUVv7vk0jWDdNToHtA,0.669,0.662,-7.758,0.0446,0.169,0,0.345,0.471,329187,41.3343,1
Boulevard Of Broken Dreams,Green Day,spotify:track:5GorCbAP4aL0EJ16frG2hd,0.496,0.682,-4.095,,0.00552,2.94E-05,,0.474,262333,50.03367,1
Gotta Getcha,Jermaine Dupri,spotify:track:5gOYXiA88QUy9DdWR4oNni,0.762,0.324,-7.447,0.329,0.0663,2.33E-06,0.095,0.482,170933,61.73502,1
Pedal To The Metal,Ansome,spotify:track:5gqku1Pn3HcdJ5XuooRzPM,0.49,0.923,-5.533,0.0627,7.83E-05,0.893,,0.108,300011,46.83311,0
I Touch Myself,Jan Wayne,spotify:track:5GrqtGJhoa6EqvCUs5fVYf,0.636,0.993,-5.203,0.0508,0.00878,0.268,,0.478,223947,56.28675,0
Now About To Rock,Sean Downey,spotify:track:5GsIXsoIrGLAjCRELZylcT,0.644,0.628,-4.332,0.0314,0.000959,0.0193,0.218,0.673,146827,25.02061,0
Ganja Farmer,J Boog,spotify:track:5GtfrcFGPpZcFhPQ1O9Os2,0.889,0.576,-5.189,,0.0498,0,,0.655,231851,24.37985,0
Let Me Go,Hailee Steinfeld & Alesso Featuring Florida Georgia Line & Watt,spotify:track:5Gu0PDLN4YJeW75PpBSg9p,0.663,0.708,-4.154,0.0473,0.0337,0,,0.742,174800,33.25199,1
Bandulu Jazz,Audio Lotion,spotify:track:5gu6mWc5rjhNAZQtYzRckv,0.833,0.7,-8.991,,0.114,0.687,0.191,0.48,212627,63.17101,0
Heartbeatz - Hardcore Mix,Styles & Breeze,spotify:track:5gUJIHZQgfA053ClY5BEWw,0.493,0.959,-6.269,,0.000952,0.0068,,0.323,375093,44.81131,0
Wanted You More,Lady Antebellum,spotify:track:5GV8UxTRnzTPiwrr59L8eZ,0.461,0.71,-6.36,0.0422,0.319,4.97E-06,,0.281,242080,43.70422,1
Our Time - Mr. Bill Remix,Mr. Bill,spotify:track:5gVl1xGudSA5Y5OCJ8iaAY,0.771,0.636,-6.9,0.0738,0.000186,0.403,,0.636,233230,30.62229,0
Dancehell,Arcanjo Ras,spotify:track:5gXhPBEs8RCi2ZySEvkxoc,0.779,0.73,-7.042,,0.0728,0,0.134,0.8,229525,40.49312,0
Cheval,Igorrr,spotify:track:5gXKwH68RrWzpf6DdPa3vM,0.605,0.867,-5.362,,0.0264,0.000182,0.877,0.377,186286,60.02898,0
Never Say Never,Justin Bieber Featuring Jaden Smith,spotify:track:5GYbkDveRD2I8M5ZJ14hWn,0.739,0.807,-5.063,,0.0181,0,0.295,0.633,227853,44.33421,1
I Wanna Love You Forever,Jessica Simpson,spotify:track:5gZEhPrN1VLqTG1nIAXeNK,0.59,0.666,-4.047,,0.156,0,,0.0743,263800,55.29855,1
Duplicate,Benny Sings,spotify:track:5gzekvtZf0zYqjuroPVtjr,0.91,0.359,-11.131,0.0963,0.708,0.014,,0.798,208027,36.79846,0
Observations From A Faraway Place,Rannar Sillard,spotify:track:5H14dJbhKeaU1ffTMmIGJi,0.176,0.117,-22.34,,0.826,0.885,,0.142,142074,8.71471,0
Improvisation 5,Joe Mcphee,spotify:track:5H1K7aT6Ox3rDBygoqVpNo,0.536,0.081,-20.968,0.0877,0.958,0.922,0.113,0.477,186973,27.01863,0
Tip Your Bartender,Glassjaw,spotify:track:5h1xoldxbnstLnslJ77rER,0.396,0.976,-3.803,0.109,0.000186,0.0163,,0.0673,179493,20.76012,0
I'm A King,P$C Featuring T.I. & Lil Scrappy,spotify:track:5h21AlYy4mgHfQp9jUAUGi,0.73,0.483,-8.959,,0.0428,0,,0.535,212800,24.33991,1
L.A.LOVE (la la),Fergie,spotify:track:5h2nC1QYVpK0AJra70Ja3p,0.509,0.482,-6.965,0.176,0.0186,0,,0.301,211512,40.50528,1
Nebelmond - Black Metal Version,Garden of Grief,spotify:track:5h3sar2TZKGMUJgttUZJdD,0.0805,0.957,-3.842,,7.30E-05,0.88,0.32,0.0374,826218,48.33551,0
Bridging The Gap,Nas Featuring Olu Dara,spotify:track:5h3xoQzVec6OCtzFuuafw7,0.549,0.693,-7.139,0.427,0.0325,0,0.62,0.475,236653,43.28597,1
Stupid Boy,Cassadee Pope,spotify:track:5H5APugL36GmvXjZiRwYWU,0.426,0.405,-4.91,0.0344,0.863,0,0.0851,0.269,219040,41.47109,1
Black Mighty Gods,Astarte,spotify:track:5h6qHuxDmhnE05va3alCp4,0.11,0.943,-4.782,0.0919,4.14E-06,0.751,0.48,0.041,337493,55.69898,0
Self Destruction,Kaptain Sun,spotify:track:5h7AH1FP0lTzOuB39LQDg1,0.347,0.979,-3.891,0.0656,1.63E-05,0.0277,0.23,0.565,180933,33.44688,0
Dangerous Woman,Ariana Grande,spotify:track:5H7d8isXFW779pCK7lo4KT,0.407,0.826,-3.443,,0.086,1.21E-06,,0.277,233447,32.32181,1
Impact,Angerfist,spotify:track:5h7Rzf4jqbuwWDkJdH09u4,0.417,0.948,-2.908,,0.149,1.64E-06,,0.225,235300,25.64585,0
Rebirth - Xy-Me Remix,Cabaret Nocturne,spotify:track:5H8QYOnLsePjKOw4ZAaaK5,0.789,0.649,-11.153,,0.00123,0.866,0.351,0.345,436302,35.16048,0
Duck Shoot,Rupert Gregson-Williams,spotify:track:5HARZiEbfWnwXdv7ckqh5z,0.178,0.152,-18.711,,0.685,0.921,0.111,0.033,247173,81.16352,0
Soft Night,Elskavon,spotify:track:5hAsWMGQXBjDjYMoIlP9Ak,0.249,0.00248,-30.501,0.036,0.994,0.931,,0.0788,155250,34.96629,0
Attitude,Sepultura,spotify:track:5hBKrgKMI929c0kHoNomu3,0.475,0.942,-4.287,0.139,0.00141,0.0797,0.0939,0.178,255400,54.87165,0
Fall,Clay Walker,spotify:track:5Hd0J6dWz0jqgRDJoRpOdc,0.55,0.543,-6.986,0.0287,0.193,0,0.0994,0.208,217080,27.80646,1
Open Your Heart,Crush 40,spotify:track:5HeiUTnqTxWdHuAI6RYdrR,0.359,0.889,-6.544,,7.37E-06,0.00466,,0.318,289067,60.56301,0
Pullin' Me Back,Chingy Featuring Tyrese,spotify:track:5hF2LnbkpnXCkksMSeWcxZ,0.786,0.511,-6.66,0.286,0.0825,0,0.12,0.587,234133,18.69504,1
Delicious Cabaret,This Way To The Egress,spotify:track:5HF7khoWeHdSZWovTHI43S,0.505,0.65,-5.362,,0.135,3.15E-06,,0.617,257453,31.38805,0
It's Okay (One Blood),The Game Featuring Junior Reid,spotify:track:5hg3xm9mxcz9Xb6r59y9Ow,0.608,0.875,-5.642,0.231,0.000921,0,0.125,0.589,257600,71.09915,1
That's My Kind Of Night,Luke Bryan,spotify:track:5HGibWoxnkYSkl6mHmAlOE,0.661,0.751,-2.909,0.0481,0.0571,0,,0.875,190187,33.80872,1
Seeker Divine,Hagalaz' Runedance,spotify:track:5HGsnuyQvkMSiKZVobwwxL,0.46,0.69,-8.576,0.0307,0.145,0.0786,0.0985,0.618,269107,42.46978,0
Bass Music,Trap City,spotify:track:5hGtSyYc8FM8qz2GYd3lcs,0.404,0.761,-6.966,0.0815,0.0148,0.407,0.082,0.131,545071,47.13412,0
Norsk Black Metal,Red Warszawa,spotify:track:5HGuqnaIQc9cuYRGatqUu9,0.632,0.923,-6.102,,0.000656,0.000582,0.0558,0.618,136975,40.69591,0
Shellshock,Wolfpack,spotify:track:5hJ97R0jEJwFk7XwtxXX6v,0.123,0.968,-4.237,0.0962,1.34E-06,0.946,0.0559,0.0553,118307,27.72606,0
Different For Girls,Dierks Bentley Featuring Elle King,spotify:track:5HJId22hZ2IvFnvNSy6ZbE,0.655,0.768,-5.616,0.0365,0.385,0.000257,,0.431,180360,65.72396,1
Burnin' It Down,Jason Aldean,spotify:track:5HJqpDspKDKwQpLjvkcIsD,0.681,0.795,-6.652,,0.305,9.41E-06,0.109,0.64,219160,29.80639,1
In the Dreamlife You Need a Rubber Soul,The Clean,spotify:track:5HKa6wcKiCxpBDSt3sY0mk,0.56,0.808,-6.725,,0.2,0.308,0.416,0.691,205827,30.93391,0
I'm a Warrior (Live),Rob Rock,spotify:track:5HKC57QiOYGspyCBAUpmrc,0.37,0.902,-5.005,,0.000194,0.00227,0.964,0.464,341147,34.61031,0
"Chromatic Fantasy & Fugue, BWV 903",Johann Sebastian Bach,spotify:track:5hllClI7PRxS9BUmnfU9se,0.18,0.135,-21.792,0.045,0.956,0.409,0.142,0.13,388813,23.38844,0
Le Triptyque Des Enfers - Instrumental,Misanthrope,spotify:track:5hlT4So4lz1d3xe01rcCt4,0.199,0.978,-5.395,,1.51E-06,0.856,0.327,0.236,371000,28.71396,0
Good Girl,Dustin Lynch,spotify:track:5HnXcJJbNXQQ7tRlQ9VN1v,0.711,0.696,-5.05,0.0871,0.16,0,0.17,0.694,189533,46.25172,1
I'm Not The Only One,Sam Smith,spotify:track:5hO5U3Djps5hAUYHYlu56m,0.575,0.192,-17.514,,0.992,0.961,0.113,0.417,181826,22.57172,1
The Fox,Ylvis,spotify:track:5HOpkTTVcmZHnthgyxrIL8,0.703,0.867,-4.292,,0.107,0,0.119,0.546,213708,23.46061,1
All of Us,Blindside,spotify:track:5Hp9Z1NwFMDhyi7ox6UVwc,0.507,0.878,-3.027,0.0328,0.0149,2.79E-05,,0.431,211600,61.87724,0
Necrosaint Black Metal,Furze,spotify:track:5HpLsrYUliq26d6kdvJD8u,0.18,0.969,-6.159,,0.335,0.607,0.114,0.22,196240,117.30943,0
Not A Day Goes By,Lonestar,spotify:track:5hPZdsAI8Jo0mhq5J829Tb,0.53,0.305,-8.568,,0.492,0,0.137,0.221,248040,55.66471,1
"Young, Wild & Free",Snoop Dogg & Wiz Khalifa Featuring Bruno Mars,spotify:track:5HQVUIKwCEXpe7JIHyY734,0.715,0.655,-6.425,0.137,0.0525,0,,0.531,207333,73.57678,1
Best Day Of My Life,American Authors,spotify:track:5Hroj5K7vLpIG4FNCRIjbP,0.673,0.902,-2.392,,0.0591,0.000262,0.0558,0.538,194240,39.50637,1
Love Me,The 1975,spotify:track:5hRzAbY2AAO258hL6oqsqO,0.621,0.802,-3.285,,0.00745,2.67E-05,0.597,0.887,222040,55.82023,1
The Baby Boy,Harry Belafonte,spotify:track:5Hs7dFbMFpeLlT7Z5EGMk4,0.601,0.0288,-21.441,0.0675,0.862,0,0.107,0.515,205867,64.9877,0
It's The Most Wonderful Time Of The Year,Andy Williams,spotify:track:5hslUAKq9I9CG2bAulFkHN,0.24,0.598,-8.435,0.037,0.766,0,,0.776,151933,23.72692,1
Moolah,Young Greatness,spotify:track:5htB2gxndGHrLb09x1Q3Vp,0.773,0.56,-5.742,,0.0258,0,,0.26,204027,28.18578,1
Punk: Fact Or Faction,Extreme Noise Terror,spotify:track:5htincfe266PhMeX5JpGrD,0.175,0.92,-8.936,0.128,2.55E-06,0.935,0.473,0.294,101787,39.51785,0
For One,Tears of Mankind,spotify:track:5htTS60beVyLVOo1aH7f6S,0.158,0.682,-6.223,0.047,0.000461,0.821,0.0846,0.073,608840,44.18389,0
Leif Volvo,Bombyces Bryggeri,spotify:track:5hTU000L3OhmgX4AdqSgWG,0.374,0.607,-11.399,,0.0679,3.29E-05,,0.527,216427,32.35462,0
The Heartless,Tha Playah,spotify:track:5huIyIlnwtOOpaeSGTydHI,0.526,0.966,-0.902,0.3,0.0257,0.000195,,0.221,189405,21.32055,0
Rama Nannu Brovara - genre: Vocal; Raga: Harikambodhi; Tala: Rupakam,Bombay Sisters,spotify:track:5HuSEkMcTEX9x4P1tk106G,0.453,0.451,-15.629,,0.98,0.651,,0.567,827080,28.71917,0
"Punk Is the Worst Form of Music, Except for All the Others",Ramshackle Glory,spotify:track:5huXlBBwHC2cgEkecNylNd,0.537,0.657,-3.588,,0.00229,9.11E-05,,0.792,227413,104.19013,0
Into The Night,Santana Featuring Chad Kroeger,spotify:track:5Hv1QAbRWrUSUHaT0CmnMS,0.595,0.844,-4.678,0.0331,0.0137,0,0.234,0.603,222440,32.90126,1
Earfquake,"Tyler, The Creator",spotify:track:5hVghJ4KaYES3BFUATCYn0,0.554,0.498,-8.866,,0.23,5.98E-06,0.795,0.413,190067,46.41927,1
O Gladsome Radience (kiev-pechersk Chant),Kiev Theological Academy & Seminary choir,spotify:track:5hVhG3zOH1IUHiWb6c9MvO,0.105,0.0694,-23.635,0.0393,0.992,0.0583,0.0938,0.0362,442053,58.37173,0
Landslide,Dixie Chicks,spotify:track:5hviCr3lgg6LY6noG6DPKs,0.571,0.438,-7.007,,0.534,1.56E-05,0.187,0.444,230549,36.59481,1
You're Nogood,Terry Riley,spotify:track:5hViDivhqQcDso9cFahbnw,0.341,0.493,-14.475,,0.385,0.0275,0.101,0.182,1230507,84.13658,0
Classical Instrumental: Siva Siva - Raga: Pantuvarali,Kunnakudi Vaidyanathan,spotify:track:5HWW9BRhushgfFBLhvxw2X,0.49,0.568,-12.465,0.0606,0.969,0.369,0.354,0.478,544707,24.58144,0
The Worms Will Get In,Jazkamer,spotify:track:5HwXiRSQIJfDDzZatkpMMY,0.0775,0.00796,-10.458,0.0413,0.841,0.923,,0.029,1011760,12.57441,0
Deep Inside,Mary J. Blige,spotify:track:5hXIG7ldYtrTPV7Unonr8N,0.762,0.566,-6.749,,0.0341,2.73E-06,,0.666,326000,33.20729,1
V.S.O.P.,K. Michelle,spotify:track:5hZUqVitmzZQcTtpkybSj6,0.277,0.806,-4.715,0.0577,0.0478,0,0.0525,0.617,209107,65.3514,1
O Holy Night,Joshua Hyslop,spotify:track:5HzVdIpyfj88nEdFs6liur,0.18,0.198,-12.43,0.0383,0.955,0.000103,0.0983,0.104,308857,41.61629,0
Break Every Chain (FreeG & Synphonetic Edit feat. Retain),Reyer,spotify:track:5i031qRPARQfMlBFJi6heN,0.646,0.865,-5.88,0.109,0.0248,0.00548,0.0727,0.475,262143,29.5391,0
Jo Writes,Alexandre Desplat,spotify:track:5I2rnqzPEwhZyuiELA0hB1,0.386,0.158,-16.5,,0.979,0.919,0.0972,0.0449,229773,66.90212,0
You Be Killin Em,Fabolous,spotify:track:5I6YA7oHtraxwWQzzCugDt,0.639,0.916,-3.614,0.211,0.416,0,0.53,0.511,209693,23.98069,1
Medley: Down Once More / Track Down This Murderer,Andrew Lloyd Webber,spotify:track:5i7onLU8iJDQdc8V1A7NbR,0.302,0.11,-19.595,0.0487,0.672,0,,0.0672,768640,24.50228,0
Full Metal,Myth Syzer,spotify:track:5I9zBXkW9Bb6IsxIiL0YEE,0.7,0.402,-9.052,0.0295,0.478,0.000537,0.149,0.395,222347,25.66545,0
Taste,Tyga Featuring Offset,spotify:track:5IaHrVsrferBYDm0bDyABy,0.884,0.559,-7.442,,0.0236,0,0.101,0.342,232959,37.39054,1
Peikkotyrannin Kuolema,Heavy Metal Perse,spotify:track:5iBzWiiQUjQLjb3XUzeZXd,0.323,0.77,-6.704,0.0401,0.000835,0,0.0642,0.524,238342,31.98023,0
Häie - Folk Aesthetic Version,Tenhi,spotify:track:5icna4wXzgURBOshT7cbON,0.15,0.0275,-17.912,0.04,0.987,0.941,0.0921,0.0324,254427,32.50827,0
Here With Me,Marshmello Featuring CHVRCHES,spotify:track:5icOoE6VgqFKohjWWNp0Ac,0.791,0.565,-3.933,0.0439,0.0623,0,0.156,0.181,156347,39.02639,1
In Control,YoungBoy Never Broke Again,spotify:track:5IdAcHb4cwtexqMlOojWhR,0.643,0.77,-4.524,0.228,0.13,0,0.247,0.863,181437,41.32302,1
Que Te Vaya Bien,Grupo Jalado,spotify:track:5IdaVuUzEDF3T56U5vS5ck,0.822,0.705,-3.147,0.0373,0.495,1.20E-05,0.115,0.938,217587,34.24772,0
I Luv This Sh*t,August Alsina Featuring Trinidad James,spotify:track:5iDuwLNJRN7twouJ0LuFej,0.365,0.611,-5.911,,0.00796,0,0.176,0.272,266147,29.63736,1
Kings Of Evil,Death SS,spotify:track:5iDyCbMkAaSonrEfN8PbQt,0.454,0.949,-4.744,,0.0199,0.000458,,0.248,268200,39.70683,0
New Year's Eve,Mal Blum,spotify:track:5IF2jZnQd8FMZtZjbV3MDS,0.516,0.199,-9.541,,0.874,4.93E-06,,0.575,394507,48.00852,0
"Wada Na Tod - From ""Dil Tujhko Diya""",Lata Mangeshkar,spotify:track:5IFeacCGyf8v6o1ryqKOWp,0.433,0.74,-5.409,,0.201,0.00397,0.256,0.843,354920,22.71117,0
She's a Carioca (Remastered),Stanley Turrentine,spotify:track:5iFU1qOoVhdqgVcPPRRMao,0.507,0.328,-12.77,0.0306,0.911,0.858,0.105,0.208,391200,16.66228,0
This Beat - Bass-Line Mix,Agent K,spotify:track:5IFV5xQtSpEIjbpzLTzS2T,0.732,0.774,-5.92,,0.000318,0.227,,0.24,258000,42.93224,0
T-Shirt From Metallica,Fleddy Melculy,spotify:track:5IGnhx8Nh7YutxkWitYwtH,0.344,0.946,-5.711,,8.92E-05,0.0505,,0.291,160307,15.85763,0
"Your Sister's Apartment, Brooklyn, 2014",Wes Leslie,spotify:track:5iHdPdn2CrG3RLz20Dv2SK,0.549,0.287,-10.476,0.031,0.923,0.000195,0.111,0.228,156375,16.26887,0
Spring To Come - Acoustic,John Butler Trio,spotify:track:5IHpSu8erGKfpWTjNDoW4f,0.664,0.501,-11.843,0.0324,0.571,0.0314,0.13,0.138,281532,42.04907,0
Prelude and Fugue in C-Major BWV 547: Prelude,Johann Sebastian Bach,spotify:track:5IHWqIBXTylGSMINJ5PXCA,0.0918,0.18,-20.309,,0.874,0.874,0.297,0.29,266867,39.34362,0
